ID,GENDER,AGE,EDUC_LEV,MAR_STATUS,HH_SIZE,RATIO
131239,female,68,college graduate,widow or divorced or separated,1,4.12
131240,female,48,some college,married or lives with partner,2,3.17
131241,male,58,college graduate,married or lives with partner,2,5
131242,female,35,college graduate,married or lives with partner,3,1.78
131244,female,79,HS graduate,married or lives with partner,2,
131245,female,63,some college,married or lives with partner,6,1.99
131246,male,73,9 to 11th grade,married or lives with partner,5,
131247,male,62,some college,married or lives with partner,2,5
131249,female,52,college graduate,married or lives with partner,2,5
131251,female,65,some college,married or lives with partner,2,2.86
131253,male,80,HS graduate,widow or divorced or separated,1,5
131254,female,53,some college,widow or divorced or separated,1,2.8
131255,male,40,college graduate,married or lives with partner,5,
131256,male,22,some college,never married,2,
131257,male,67,college graduate,married or lives with partner,2,
131258,male,41,HS graduate,never married,1,2.33
131260,female,33,some college,married or lives with partner,7,0.88
131263,male,48,college graduate,married or lives with partner,4,5
131264,female,36,college graduate,never married,1,2.74
131266,female,44,college graduate,married or lives with partner,3,4.34
131268,female,42,HS graduate,married or lives with partner,4,2.08
131269,male,33,some college,never married,1,3.68
131270,female,62,HS graduate,married or lives with partner,2,1.4
131271,male,55,some college,married or lives with partner,2,3.44
131273,male,63,college graduate,married or lives with partner,2,5
131277,female,39,college graduate,married or lives with partner,4,
131279,male,50,HS graduate,widow or divorced or separated,2,
131281,female,80,HS graduate,widow or divorced or separated,1,
131282,female,28,college graduate,never married,2,2.79
131283,male,24,college graduate,married or lives with partner,2,5
131284,male,72,HS graduate,married or lives with partner,2,5
131285,female,72,some college,widow or divorced or separated,1,2.35
131287,female,67,HS graduate,married or lives with partner,7,2.75
131290,male,38,college graduate,married or lives with partner,4,
131291,female,62,some college,married or lives with partner,2,4.06
131292,male,57,some college,widow or divorced or separated,1,1.23
131293,female,51,9 to 11th grade,married or lives with partner,2,
131294,female,69,some college,widow or divorced or separated,1,
131296,male,39,some college,married or lives with partner,2,
131298,male,36,some college,never married,2,3.39
131299,male,65,HS graduate,married or lives with partner,2,1.58
131300,female,41,college graduate,widow or divorced or separated,3,2.82
131301,male,35,some college,widow or divorced or separated,1,0.45
131302,female,56,HS graduate,widow or divorced or separated,2,1.09
131305,male,23,college graduate,never married,4,2.33
131307,female,73,college graduate,widow or divorced or separated,2,4.56
131308,male,32,college graduate,never married,1,4.78
131309,female,22,college graduate,never married,5,0.82
131310,male,45,college graduate,married or lives with partner,5,2.92
131312,female,80,9 to 11th grade,widow or divorced or separated,2,1.53
131313,female,23,college graduate,married or lives with partner,2,
131315,female,61,some college,married or lives with partner,5,3.28
131318,female,58,some college,married or lives with partner,2,1.12
131320,male,65,some college,widow or divorced or separated,1,5
131322,female,70,9 to 11th grade,married or lives with partner,2,1.72
131323,female,27,college graduate,married or lives with partner,3,2.61
131324,male,80,9 to 11th grade,married or lives with partner,2,
131326,male,63,college graduate,married or lives with partner,2,5
131327,female,63,HS graduate,married or lives with partner,2,0.98
131328,male,62,some college,married or lives with partner,3,4.34
131330,male,56,HS graduate,never married,2,3.3
131331,female,77,HS graduate,widow or divorced or separated,3,2.41
131332,female,42,college graduate,never married,2,4.88
131333,male,76,HS graduate,married or lives with partner,2,3.55
131334,female,28,some college,widow or divorced or separated,1,4.32
131337,male,36,some college,never married,5,
131338,female,33,college graduate,married or lives with partner,5,2.77
131339,male,74,less than 9th grade,married or lives with partner,1,0.75
131340,male,60,9 to 11th grade,married or lives with partner,4,1.71
131341,female,36,some college,married or lives with partner,6,2.47
131342,female,61,college graduate,married or lives with partner,2,4.67
131346,male,61,HS graduate,married or lives with partner,2,5
131347,male,68,HS graduate,married or lives with partner,4,2.83
131348,female,70,9 to 11th grade,married or lives with partner,2,1.51
131349,female,56,college graduate,married or lives with partner,1,5
131350,male,66,HS graduate,widow or divorced or separated,2,3.6
131351,male,65,HS graduate,married or lives with partner,2,2.16
131352,male,35,some college,married or lives with partner,3,3.98
131353,female,56,HS graduate,married or lives with partner,3,3.76
131357,male,80,college graduate,never married,2,
131359,female,31,college graduate,married or lives with partner,2,5
131360,female,28,some college,never married,3,
131361,male,80,HS graduate,widow or divorced or separated,1,1.69
131363,female,39,college graduate,married or lives with partner,2,5
131365,female,63,less than 9th grade,married or lives with partner,3,2.11
131366,female,44,college graduate,never married,1,5
131367,female,58,less than 9th grade,married or lives with partner,3,
131368,female,74,college graduate,married or lives with partner,3,5
131369,female,66,college graduate,married or lives with partner,2,3.66
131372,female,36,some college,married or lives with partner,5,
131373,female,65,college graduate,married or lives with partner,2,5
131381,female,76,9 to 11th grade,married or lives with partner,2,3.28
131383,female,67,some college,married or lives with partner,2,2.54
131385,male,59,,,3,
131386,male,35,college graduate,married or lives with partner,2,5
131387,female,69,college graduate,married or lives with partner,2,5
131389,male,54,college graduate,widow or divorced or separated,1,4.05
131390,male,70,9 to 11th grade,widow or divorced or separated,1,1.07
131391,female,70,9 to 11th grade,married or lives with partner,2,2.46
131392,male,59,college graduate,married or lives with partner,5,5
131393,male,49,some college,never married,1,2.94
131397,male,66,some college,married or lives with partner,4,5
131399,male,48,some college,widow or divorced or separated,2,4.48
131401,female,35,college graduate,married or lives with partner,4,
131403,female,63,some college,married or lives with partner,2,5
131405,male,22,HS graduate,never married,2,2.79
131407,female,43,HS graduate,never married,4,
131410,female,59,some college,married or lives with partner,2,5
131411,female,53,college graduate,married or lives with partner,2,5
131412,female,21,HS graduate,never married,5,1.71
131414,male,43,college graduate,married or lives with partner,4,4.33
131416,female,41,some college,married or lives with partner,2,1.37
131418,female,76,some college,widow or divorced or separated,5,4
131419,male,77,some college,widow or divorced or separated,6,2.69
131422,male,80,some college,never married,1,1.35
131423,male,77,HS graduate,married or lives with partner,2,2.05
131424,male,50,9 to 11th grade,married or lives with partner,4,1.1
131426,female,60,some college,widow or divorced or separated,3,0.78
131427,male,74,HS graduate,widow or divorced or separated,1,3.02
131428,male,71,college graduate,married or lives with partner,2,5
131431,female,48,college graduate,married or lives with partner,4,5
131432,male,49,college graduate,married or lives with partner,5,
131433,female,25,college graduate,never married,1,5
131436,female,67,some college,widow or divorced or separated,1,5
131437,female,61,some college,widow or divorced or separated,3,
131439,female,35,HS graduate,married or lives with partner,3,1.61
131441,male,30,some college,married or lives with partner,6,
131442,male,23,college graduate,widow or divorced or separated,2,2.3
131444,female,23,college graduate,married or lives with partner,2,1.34
131446,female,50,9 to 11th grade,married or lives with partner,3,
131447,male,71,college graduate,never married,1,5
131449,female,79,less than 9th grade,widow or divorced or separated,5,2.4
131450,female,80,college graduate,widow or divorced or separated,1,3.68
131452,female,64,some college,never married,3,1.06
131453,male,27,HS graduate,married or lives with partner,3,1.48
131455,female,65,some college,widow or divorced or separated,3,
131456,male,71,some college,never married,1,5
131457,female,73,some college,married or lives with partner,2,
